table,year,version,row,column,level,se,state
3a,2015,Final,1987,Pastureland,0.27,0.0204081632653061,MN
3a,2015,Final,1987,Total,2.57,0.0408163265306122,MN
3a,2015,Final,1992,CRP land,0.31,0.0561224489795918,MN
3a,2015,Final,1992,Cultivated,2.44,0.0357142857142857,MN
3a,2015,Final,1992,Non-Cultivated,0.29,0.0255102040816327,MN
3a,2015,Final,1992,Pastureland,0.28,0.0306122448979592,MN
3a,2015,Final,1992,Total,2.26,0.0357142857142857,MN
3a,2015,Final,1997,CRP land,0.22,0.0459183673469388,MN
3a,2015,Final,1997,Cultivated,2.19,0.0357142857142857,MN
3a,2015,Final,1997,Non-Cultivated,0.27,0.0255102040816327,MN
3a,2015,Final,1997,Pastureland,0.26,0.0306122448979592,MN
3a,2015,Final,1997,Total,2.04,0.0357142857142857,MN
3a,2015,Final,2002,CRP land,0.24,0.0561224489795918,MN
3a,2015,Final,2002,Cultivated,2.31,0.076530612244898,MN
3a,2015,Final,2002,Non-Cultivated,0.35,0.0408163265306122,MN
3a,2015,Final,2002,Pastureland,0.25,0.0357142857142857,MN
3a,2015,Final,2002,Total,2.14,0.0714285714285714,MN
3a,2015,Final,2007,CRP land,0.29,0.0612244897959184,MN
3a,2015,Final,2007,Cultivated,2.01,0.0612244897959184,MN
3a,2015,Final,2007,Non-Cultivated,0.4,0.0561224489795918,MN
3a,2015,Final,2007,Pastureland,0.33,0.0561224489795918,MN
3a,2015,Final,2007,Total,1.86,0.0561224489795918,MN
3a,2015,Final,2012,CRP land,0.19,0.0357142857142857,MN
3a,2015,Final,2012,Cultivated,2.04,0.0714285714285714,MN
3a,2015,Final,2012,Non-Cultivated,0.41,0.0510204081632653,MN
3a,2015,Final,2012,Pastureland,0.34,0.0510204081632653,MN
3a,2015,Final,2012,Total,1.89,0.0663265306122449,MN
3a,2015,Final,2015,CRP land,0.27,0.0510204081632653,MN
3a,2015,Final,2015,Cultivated,2.02,0.0714285714285714,MN
3a,2015,Final,2015,Non-Cultivated,0.35,0.0510204081632653,MN
3a,2015,Final,2015,Pastureland,0.32,0.0408163265306122,MN
3a,2015,Final,2015,Total,1.88,0.0663265306122449,MN
3a,2015,Final,1982,CRP land,NA,NA,MS
3a,2015,Final,1982,Cultivated,6.24,0.183673469387755,MS
3a,2015,Final,1982,Non-Cultivated,3.37,0.785714285714286,MS
3a,2015,Final,1982,Pastureland,1.35,0.0561224489795918,MS
3a,2015,Final,1982,Total,6.16,0.183673469387755,MS
3a,2015,Final,1987,CRP land,3.08,0.556122448979592,MS
3a,2015,Final,1987,Cultivated,5.4,0.158163265306122,MS
3a,2015,Final,1987,Non-Cultivated,2.53,0.668367346938776,MS
3a,2015,Final,1987,Pastureland,1.22,0.0612244897959184,MS
3a,2015,Final,1987,Total,5.34,0.153061224489796,MS
3a,2015,Final,1992,CRP land,1.88,0.423469387755102,MS
3a,2015,Final,1992,Cultivated,4.61,0.137755102040816,MS
3a,2015,Final,1992,Non-Cultivated,1.69,0.357142857142857,MS
3a,2015,Final,1992,Pastureland,1.16,0.0357142857142857,MS
3a,2015,Final,1992,Total,4.49,0.13265306122449,MS
3a,2015,Final,1997,CRP land,0.61,0.13265306122449,MS
3a,2015,Final,1997,Cultivated,4.27,0.0918367346938776,MS
3a,2015,Final,1997,Non-Cultivated,1.4,0.158163265306122,MS
3a,2015,Final,1997,Pastureland,1.12,0.0459183673469388,MS
3a,2015,Final,1997,Total,4.05,0.086734693877551,MS
3a,2015,Final,2002,CRP land,0.56,0.0918367346938776,MS
3a,2015,Final,2002,Cultivated,4.25,0.163265306122449,MS
3a,2015,Final,2002,Non-Cultivated,1.16,0.255102040816327,MS
3a,2015,Final,2002,Pastureland,1.23,0.0663265306122449,MS
3a,2015,Final,2002,Total,4.01,0.147959183673469,MS
3a,2015,Final,2007,CRP land,0.52,0.0918367346938776,MS
3a,2015,Final,2007,Cultivated,4.39,0.163265306122449,MS
3a,2015,Final,2007,Non-Cultivated,1.02,0.229591836734694,MS
3a,2015,Final,2007,Pastureland,1.31,0.0816326530612245,MS
3a,2015,Final,2007,Total,4.1,0.142857142857143,MS
3a,2015,Final,2012,CRP land,0.58,0.112244897959184,MS
3a,2015,Final,2012,Cultivated,4.32,0.188775510204082,MS
3a,2015,Final,2012,Non-Cultivated,0.92,0.158163265306122,MS
3a,2015,Final,2012,Pastureland,1.35,0.0918367346938776,MS
3a,2015,Final,2012,Total,4.04,0.173469387755102,MS
3a,2015,Final,2015,CRP land,0.6,0.102040816326531,MS
3a,2015,Final,2015,Cultivated,4.64,0.229591836734694,MS
3a,2015,Final,2015,Non-Cultivated,0.94,0.173469387755102,MS
3a,2015,Final,2015,Pastureland,1.36,0.0969387755102041,MS
3a,2015,Final,2015,Total,4.36,0.214285714285714,MS
3a,2015,Final,1982,CRP land,NA,NA,MO
3a,2015,Final,1982,Cultivated,10.48,0.188775510204082,MO
3a,2015,Final,1982,Non-Cultivated,0.9,0.0612244897959184,MO
3a,2015,Final,1982,Pastureland,1.43,0.0459183673469388,MO
3a,2015,Final,1982,Total,9.3,0.178571428571429,MO
3a,2015,Final,1987,CRP land,7.23,0.683673469387755,MO
3a,2015,Final,1987,Cultivated,8.09,0.11734693877551,MO
3a,2015,Final,1987,Non-Cultivated,0.69,0.0918367346938776,MO
3a,2015,Final,1987,Pastureland,1.17,0.0357142857142857,MO
3a,2015,Final,1987,Total,7.2,0.107142857142857,MO
3a,2015,Final,1992,CRP land,0.92,0.13265306122449,MO
3a,2015,Final,1992,Cultivated,6.33,0.127551020408163,MO
3a,2015,Final,1992,Non-Cultivated,0.65,0.0306122448979592,MO
3a,2015,Final,1992,Pastureland,1.06,0.0255102040816327,MO
3a,2015,Final,1992,Total,5.33,0.107142857142857,MO
3a,2015,Final,1997,CRP land,0.63,0.0714285714285714,MO
3a,2015,Final,1997,Cultivated,5.35,0.11734693877551,MO
3a,2015,Final,1997,Non-Cultivated,0.56,0.0306122448979592,MO
3a,2015,Final,1997,Pastureland,0.87,0.0204081632653061,MO
3a,2015,Final,1997,Total,4.25,0.0918367346938776,MO
3a,2015,Final,2002,CRP land,0.41,0.0153061224489796,MO
3a,2015,Final,2002,Cultivated,5.36,0.13265306122449,MO
3a,2015,Final,2002,Non-Cultivated,0.54,0.0357142857142857,MO
3a,2015,Final,2002,Pastureland,0.8,0.0255102040816327,MO
3a,2015,Final,2002,Total,4.23,0.107142857142857,MO
3a,2015,Final,2007,CRP land,0.47,0.0306122448979592,MO
3a,2015,Final,2007,Cultivated,5.15,0.147959183673469,MO
3a,2015,Final,2007,Non-Cultivated,0.6,0.0408163265306122,MO
3a,2015,Final,2007,Pastureland,0.63,0.0306122448979592,MO
3a,2015,Final,2007,Total,4.05,0.11734693877551,MO
3a,2015,Final,2012,CRP land,0.53,0.0459183673469388,MO
3a,2015,Final,2012,Cultivated,5.88,0.163265306122449,MO
3a,2015,Final,2012,Non-Cultivated,0.68,0.0459183673469388,MO
3a,2015,Final,2012,Pastureland,0.69,0.0306122448979592,MO
3a,2015,Final,2012,Total,4.69,0.127551020408163,MO
3a,2015,Final,2015,CRP land,0.53,0.0459183673469388,MO
3a,2015,Final,2015,Cultivated,6.45,0.178571428571429,MO
3a,2015,Final,2015,Non-Cultivated,0.65,0.0357142857142857,MO
3a,2015,Final,2015,Pastureland,0.69,0.0306122448979592,MO
3a,2015,Final,2015,Total,5.15,0.147959183673469,MO
3a,2015,Final,1982,CRP land,NA,NA,MT
3a,2015,Final,1982,Cultivated,1.24,0.0408163265306122,MT
3a,2015,Final,1982,Non-Cultivated,0.18,0.0204081632653061,MT
3a,2015,Final,1982,Pastureland,0.16,0.0255102040816327,MT
3a,2015,Final,1982,Total,1.08,0.0357142857142857,MT
3a,2015,Final,1987,CRP land,0.94,0.153061224489796,MT
3a,2015,Final,1987,Cultivated,1.4,0.0561224489795918,MT
3a,2015,Final,1987,Non-Cultivated,0.14,0.0204081632653061,MT
3a,2015,Final,1987,Pastureland,0.14,0.0204081632653061,MT
3a,2015,Final,1987,Total,1.21,0.0510204081632653,MT
3a,2015,Final,1992,CRP land,0.24,0.0255102040816327,MT
3a,2015,Final,1992,Cultivated,1.19,0.0459183673469388,MT
3a,2015,Final,1992,Non-Cultivated,0.16,0.0153061224489796,MT
3a,2015,Final,1992,Pastureland,0.13,0.0204081632653061,MT
3a,2015,Final,1992,Total,1.02,0.0357142857142857,MT
3a,2015,Final,1997,CRP land,0.15,0.0255102040816327,MT
3a,2015,Final,1997,Cultivated,1.1,0.0408163265306122,MT
3a,2015,Final,1997,Non-Cultivated,0.22,0.0510204081632653,MT
3a,2015,Final,1997,Pastureland,0.13,0.0204081632653061,MT
3a,2015,Final,1997,Total,0.95,0.0306122448979592,MT
3a,2015,Final,2002,CRP land,0.16,0.0255102040816327,MT
3a,2015,Final,2002,Cultivated,1.04,0.0459183673469388,MT
3a,2015,Final,2002,Non-Cultivated,0.17,0.0204081632653061,MT
3a,2015,Final,2002,Pastureland,0.09,0.0102040816326531,MT
3a,2015,Final,2002,Total,0.87,0.0357142857142857,MT
3a,2015,Final,2007,CRP land,0.16,0.0255102040816327,MT
3a,2015,Final,2007,Cultivated,0.99,0.0510204081632653,MT
3a,2015,Final,2007,Non-Cultivated,0.16,0.0102040816326531,MT
3a,2015,Final,2007,Pastureland,0.09,0.00510204081632653,MT
3a,2015,Final,2007,Total,0.8,0.0408163265306122,MT
3a,2015,Final,2012,CRP land,0.13,0.0306122448979592,MT
3a,2015,Final,2012,Cultivated,0.89,0.0510204081632653,MT
3a,2015,Final,2012,Non-Cultivated,0.17,0.0102040816326531,MT
3a,2015,Final,2012,Pastureland,0.1,0.0102040816326531,MT
3a,2015,Final,2012,Total,0.72,0.0408163265306122,MT
3a,2015,Final,2015,CRP land,0.15,0.0510204081632653,MT
3a,2015,Final,2015,Cultivated,0.91,0.0561224489795918,MT
3a,2015,Final,2015,Non-Cultivated,0.16,0.0153061224489796,MT
3a,2015,Final,2015,Pastureland,0.1,0.0102040816326531,MT
3a,2015,Final,2015,Total,0.73,0.0408163265306122,MT
3a,2015,Final,1982,CRP land,NA,NA,NE
3a,2015,Final,1982,Cultivated,4.69,0.102040816326531,NE
3a,2015,Final,1982,Non-Cultivated,0.9,0.0969387755102041,NE
3a,2015,Final,1982,Pastureland,0.84,0.0510204081632653,NE
3a,2015,Final,1982,Total,4.4,0.0918367346938776,NE
3a,2015,Final,1987,CRP land,1.96,0.25,NE
3a,2015,Final,1987,Cultivated,4.06,0.076530612244898,NE
3a,2015,Final,1987,Non-Cultivated,0.65,0.0663265306122449,NE
3a,2015,Final,1987,Pastureland,0.73,0.0408163265306122,NE
3a,2015,Final,1987,Total,3.85,0.0714285714285714,NE
3a,2015,Final,1992,CRP land,0.99,0.107142857142857,NE
3a,2015,Final,1992,Cultivated,3.47,0.0714285714285714,NE
3a,2015,Final,1992,Non-Cultivated,0.62,0.0459183673469388,NE
3a,2015,Final,1992,Pastureland,0.66,0.0408163265306122,NE
3a,2015,Final,1992,Total,3.26,0.0663265306122449,NE
3a,2015,Final,1997,CRP land,0.66,0.076530612244898,NE
3a,2015,Final,1997,Cultivated,2.86,0.0510204081632653,NE
3a,2015,Final,1997,Non-Cultivated,0.64,0.0357142857142857,NE
3a,2015,Final,1997,Pastureland,0.64,0.0306122448979592,NE
3a,2015,Final,1997,Total,2.69,0.0459183673469388,NE
3a,2015,Final,2002,CRP land,0.7,0.158163265306122,NE
3a,2015,Final,2002,Cultivated,2.97,0.086734693877551,NE
3a,2015,Final,2002,Non-Cultivated,0.68,0.0663265306122449,NE
3a,2015,Final,2002,Pastureland,0.69,0.0357142857142857,NE
3a,2015,Final,2002,Total,2.8,0.0816326530612245,NE
3a,2015,Final,2007,CRP land,0.69,0.13265306122449,NE
3a,2015,Final,2007,Cultivated,2.69,0.0816326530612245,NE
3a,2015,Final,2007,Non-Cultivated,1.32,0.479591836734694,NE
3a,2015,Final,2007,Pastureland,0.68,0.0510204081632653,NE
3a,2015,Final,2007,Total,2.59,0.086734693877551,NE
3a,2015,Final,2012,CRP land,0.49,0.086734693877551,NE
3a,2015,Final,2012,Cultivated,2.96,0.102040816326531,NE
3a,2015,Final,2012,Non-Cultivated,0.83,0.147959183673469,NE
3a,2015,Final,2012,Pastureland,0.64,0.0561224489795918,NE
3a,2015,Final,2012,Total,2.84,0.0969387755102041,NE
3a,2015,Final,2015,CRP land,0.4,0.0561224489795918,NE
3a,2015,Final,2015,Cultivated,3.18,0.13265306122449,NE
3a,2015,Final,2015,Non-Cultivated,1.27,0.362244897959184,NE
3a,2015,Final,2015,Pastureland,0.59,0.0408163265306122,NE
3a,2015,Final,2015,Total,3.07,0.127551020408163,NE
3a,2015,Final,1982,CRP land,NA,NA,NV
3a,2015,Final,1982,Cultivated,0.15,0.0255102040816327,NV
3a,2015,Final,1982,Non-Cultivated,0.03,0.00510204081632653,NV
3a,2015,Final,1982,Pastureland,0.03,0.0153061224489796,NV
3a,2015,Final,1982,Total,0.08,0.0102040816326531,NV
3a,2015,Final,1987,CRP land,0,NA,NV
3a,2015,Final,1987,Cultivated,0.18,0.0204081632653061,NV
3a,2015,Final,1987,Non-Cultivated,0.04,0.00510204081632653,NV
3a,2015,Final,1987,Pastureland,0.02,0.0153061224489796,NV
3a,2015,Final,1987,Total,0.07,0.00510204081632653,NV
3a,2015,Final,1992,CRP land,0.01,0.0102040816326531,NV
3a,2015,Final,1992,Cultivated,0.12,0.0306122448979592,NV
3a,2015,Final,1992,Non-Cultivated,0.03,0.00510204081632653,NV
3a,2015,Final,1992,Pastureland,0.03,0.0204081632653061,NV
3a,2015,Final,1992,Total,0.05,0.00510204081632653,NV
3a,2015,Final,1997,CRP land,0.03,0.0357142857142857,NV
3a,2015,Final,1997,Cultivated,0.17,0.0255102040816327,NV
3a,2015,Final,1997,Non-Cultivated,0.03,0.00510204081632653,NV
3a,2015,Final,1997,Pastureland,0.03,0.0204081632653061,NV
3a,2015,Final,1997,Total,0.05,0.00510204081632653,NV
3a,2015,Final,2002,CRP land,0,NA,NV
3a,2015,Final,2002,Cultivated,0.18,0.0255102040816327,NV
3a,2015,Final,2002,Non-Cultivated,0.03,0.00510204081632653,NV
3a,2015,Final,2002,Pastureland,0.03,0.0153061224489796,NV
3a,2015,Final,2002,Total,0.06,0.0102040816326531,NV
3a,2015,Final,2007,CRP land,0,NA,NV
3a,2015,Final,2007,Cultivated,0.17,0.0408163265306122,NV
3a,2015,Final,2007,Non-Cultivated,0.04,0.00510204081632653,NV
3a,2015,Final,2007,Pastureland,0.03,0.0204081632653061,NV
3a,2015,Final,2007,Total,0.07,0.0153061224489796,NV
3a,2015,Final,2012,CRP land,0,NA,NV
3a,2015,Final,2012,Cultivated,0.2,0.0408163265306122,NV
3a,2015,Final,2012,Non-Cultivated,0.04,0.00510204081632653,NV
3a,2015,Final,2012,Pastureland,0.03,0.0153061224489796,NV
3a,2015,Final,2012,Total,0.08,0.0153061224489796,NV
3a,2015,Final,2015,CRP land,0,NA,NV
3a,2015,Final,2015,Cultivated,0.2,0.0408163265306122,NV
3a,2015,Final,2015,Non-Cultivated,0.04,0.00510204081632653,NV
3a,2015,Final,2015,Pastureland,0.03,0.0153061224489796,NV
3a,2015,Final,2015,Total,0.07,0.0153061224489796,NV
3a,2015,Final,1982,CRP land,NA,NA,NH
3a,2015,Final,1982,Cultivated,4.34,1.02551020408163,NH
3a,2015,Final,1982,Non-Cultivated,0.47,0.076530612244898,NH
3a,2015,Final,1982,Pastureland,0.47,0.178571428571429,NH
3a,2015,Final,1982,Total,1.5,0.285714285714286,NH
3a,2015,Final,1987,CRP land,0,NA,NH
3a,2015,Final,1987,Cultivated,5.42,1.88775510204082,NH
3a,2015,Final,1987,Non-Cultivated,0.44,0.076530612244898,NH
3a,2015,Final,1987,Pastureland,0.5,0.204081632653061,NH
3a,2015,Final,1987,Total,1.71,0.520408163265306,NH
3a,2015,Final,1992,CRP land,0,NA,NH
3a,2015,Final,1992,Cultivated,3.28,1.40816326530612,NH
3a,2015,Final,1992,Non-Cultivated,0.37,0.0663265306122449,NH
3a,2015,Final,1992,Pastureland,0.43,0.158163265306122,NH
3a,2015,Final,1992,Total,0.78,0.244897959183673,NH
3a,2015,Final,1997,CRP land,0,NA,NH
3a,2015,Final,1997,Cultivated,2.73,1.15816326530612,NH
3a,2015,Final,1997,Non-Cultivated,0.44,0.086734693877551,NH
3a,2015,Final,1997,Pastureland,0.52,0.178571428571429,NH
3a,2015,Final,1997,Total,0.8,0.244897959183673,NH
3a,2015,Final,2002,CRP land,0,NA,NH
3a,2015,Final,2002,Cultivated,1.9,0.5,NH
3a,2015,Final,2002,Non-Cultivated,0.36,0.076530612244898,NH
3a,2015,Final,2002,Pastureland,0.44,0.198979591836735,NH
3a,2015,Final,2002,Total,0.58,0.13265306122449,NH
3a,2015,Final,2007,CRP land,0,NA,NH
3a,2015,Final,2007,Cultivated,1.79,0.204081632653061,NH
3a,2015,Final,2007,Non-Cultivated,0.51,0.112244897959184,NH
3a,2015,Final,2007,Pastureland,0.16,0.0306122448979592,NH
3a,2015,Final,2007,Total,0.74,0.11734693877551,NH
3a,2015,Final,2012,CRP land,0,NA,NH
3a,2015,Final,2012,Cultivated,1.8,0.188775510204082,NH
3a,2015,Final,2012,Non-Cultivated,0.58,0.11734693877551,NH
3a,2015,Final,2012,Pastureland,0.16,0.0306122448979592,NH
3a,2015,Final,2012,Total,0.8,0.137755102040816,NH
3a,2015,Final,2015,CRP land,0,NA,NH
3a,2015,Final,2015,Cultivated,1.88,0.188775510204082,NH
3a,2015,Final,2015,Non-Cultivated,0.59,0.11734693877551,NH
3a,2015,Final,2015,Pastureland,0.15,0.0357142857142857,NH
3a,2015,Final,2015,Total,0.83,0.142857142857143,NH
3a,2015,Final,1982,CRP land,NA,NA,NJ
3a,2015,Final,1982,Cultivated,5.92,0.26530612244898,NJ
3a,2015,Final,1982,Non-Cultivated,1.04,0.183673469387755,NJ
3a,2015,Final,1982,Pastureland,0.48,0.142857142857143,NJ
3a,2015,Final,1982,Total,4.93,0.239795918367347,NJ
3a,2015,Final,1987,CRP land,0,NA,NJ
3a,2015,Final,1987,Cultivated,5.91,0.352040816326531,NJ
3a,2015,Final,1987,Non-Cultivated,0.83,0.229591836734694,NJ
3a,2015,Final,1987,Pastureland,0.66,0.224489795918367,NJ
3a,2015,Final,1987,Total,4.98,0.321428571428571,NJ
3a,2015,Final,1992,CRP land,0.2,0.198979591836735,NJ
3a,2015,Final,1992,Cultivated,4.96,0.311224489795918,NJ
3a,2015,Final,1992,Non-Cultivated,0.75,0.158163265306122,NJ
3a,2015,Final,1992,Pastureland,0.73,0.260204081632653,NJ
3a,2015,Final,1992,Total,3.91,0.239795918367347,NJ
3a,2015,Final,1997,CRP land,0.2,0.198979591836735,NJ
3a,2015,Final,1997,Cultivated,5.14,0.270408163265306,NJ
3a,2015,Final,1997,Non-Cultivated,0.5,0.102040816326531,NJ
3a,2015,Final,1997,Pastureland,0.71,0.336734693877551,NJ
3a,2015,Final,1997,Total,3.84,0.219387755102041,NJ
3a,2015,Final,2002,CRP land,0,NA,NJ
3a,2015,Final,2002,Cultivated,4.8,0.397959183673469,NJ
3a,2015,Final,2002,Non-Cultivated,0.52,0.0969387755102041,NJ
3a,2015,Final,2002,Pastureland,0.5,0.204081632653061,NJ
3a,2015,Final,2002,Total,3.45,0.316326530612245,NJ
3a,2015,Final,2007,CRP land,0,NA,NJ
3a,2015,Final,2007,Cultivated,3.83,0.377551020408163,NJ
3a,2015,Final,2007,Non-Cultivated,0.89,0.209183673469388,NJ
3a,2015,Final,2007,Pastureland,0.5,0.13265306122449,NJ
3a,2015,Final,2007,Total,2.9,0.306122448979592,NJ
3a,2015,Final,2012,CRP land,0,NA,NJ
3a,2015,Final,2012,Cultivated,3.48,0.346938775510204,NJ
3a,2015,Final,2012,Non-Cultivated,1.32,0.280612244897959,NJ
3a,2015,Final,2012,Pastureland,0.5,0.13265306122449,NJ
3a,2015,Final,2012,Total,2.8,0.280612244897959,NJ
3a,2015,Final,2015,CRP land,0,NA,NJ
3a,2015,Final,2015,Cultivated,3.81,0.408163265306122,NJ
3a,2015,Final,2015,Non-Cultivated,1.31,0.275510204081633,NJ
3a,2015,Final,2015,Pastureland,0.52,0.137755102040816,NJ
3a,2015,Final,2015,Total,3.01,0.316326530612245,NJ
3a,2015,Final,1982,CRP land,NA,NA,NM
3a,2015,Final,1982,Cultivated,1.21,0.0612244897959184,NM
3a,2015,Final,1982,Non-Cultivated,0.09,0.0204081632653061,NM
3a,2015,Final,1982,Pastureland,0.22,0.107142857142857,NM
3a,2015,Final,1982,Total,1.02,0.0561224489795918,NM
3a,2015,Final,1987,CRP land,0.83,0.0561224489795918,NM
3a,2015,Final,1987,Cultivated,0.87,0.0510204081632653,NM
3a,2015,Final,1987,Non-Cultivated,0.1,0.0153061224489796,NM
3a,2015,Final,1987,Pastureland,0.2,0.0816326530612245,NM
3a,2015,Final,1987,Total,0.7,0.0408163265306122,NM
3a,2015,Final,1992,CRP land,0.35,0.0561224489795918,NM
3a,2015,Final,1992,Cultivated,0.92,0.0663265306122449,NM
3a,2015,Final,1992,Non-Cultivated,0.11,0.0153061224489796,NM
3a,2015,Final,1992,Pastureland,0.21,0.0714285714285714,NM
3a,2015,Final,1992,Total,0.74,0.0561224489795918,NM
3a,2015,Final,1997,CRP land,0.23,0.0306122448979592,NM
3a,2015,Final,1997,Cultivated,0.89,0.0408163265306122,NM
3a,2015,Final,1997,Non-Cultivated,0.1,0.0102040816326531,NM
3a,2015,Final,1997,Pastureland,0.19,0.0612244897959184,NM
3a,2015,Final,1997,Total,0.69,0.0357142857142857,NM
3a,2015,Final,2002,CRP land,0.16,0.0102040816326531,NM
3a,2015,Final,2002,Cultivated,0.91,0.0561224489795918,NM
3a,2015,Final,2002,Non-Cultivated,0.14,0.0204081632653061,NM
3a,2015,Final,2002,Pastureland,0.17,0.0204081632653061,NM
3a,2015,Final,2002,Total,0.7,0.0510204081632653,NM
3a,2015,Final,2007,CRP land,0.16,0.0306122448979592,NM
3a,2015,Final,2007,Cultivated,0.84,0.0459183673469388,NM
3a,2015,Final,2007,Non-Cultivated,0.15,0.0153061224489796,NM
3a,2015,Final,2007,Pastureland,0.17,0.0357142857142857,NM
3a,2015,Final,2007,Total,0.66,0.0459183673469388,NM
3a,2015,Final,2012,CRP land,0.16,0.0459183673469388,NM
3a,2015,Final,2012,Cultivated,0.74,0.0459183673469388,NM
3a,2015,Final,2012,Non-Cultivated,0.22,0.0204081632653061,NM
3a,2015,Final,2012,Pastureland,0.13,0.0306122448979592,NM
3a,2015,Final,2012,Total,0.61,0.0357142857142857,NM
3a,2015,Final,2015,CRP land,0.18,0.0510204081632653,NM
3a,2015,Final,2015,Cultivated,0.66,0.0357142857142857,NM
3a,2015,Final,2015,Non-Cultivated,0.21,0.0204081632653061,NM
3a,2015,Final,2015,Pastureland,0.14,0.0255102040816327,NM
3a,2015,Final,2015,Total,0.54,0.0255102040816327,NM
3a,2015,Final,1982,CRP land,NA,NA,NY
3a,2015,Final,1982,Cultivated,3.23,0.214285714285714,NY
3a,2015,Final,1982,Non-Cultivated,0.7,0.0561224489795918,NY
3a,2015,Final,1982,Pastureland,0.31,0.0357142857142857,NY
3a,2015,Final,1982,Total,2.17,0.127551020408163,NY
3a,2015,Final,1987,CRP land,7.61,10.2448979591837,NY
3a,2015,Final,1987,Cultivated,3.24,0.214285714285714,NY
3a,2015,Final,1987,Non-Cultivated,0.9,0.076530612244898,NY
3a,2015,Final,1987,Pastureland,0.3,0.0204081632653061,NY
3a,2015,Final,1987,Total,2.2,0.122448979591837,NY
3a,2015,Final,1992,CRP land,0.52,0.13265306122449,NY
3a,2015,Final,1992,Cultivated,3.14,0.188775510204082,NY
3a,2015,Final,1992,Non-Cultivated,0.76,0.0510204081632653,NY
3a,2015,Final,1992,Pastureland,0.28,0.0153061224489796,NY
3a,2015,Final,1992,Total,1.98,0.0969387755102041,NY
3a,2015,Final,1997,CRP land,0.37,0.11734693877551,NY
3a,2015,Final,1997,Cultivated,3.08,0.11734693877551,NY
3a,2015,Final,1997,Non-Cultivated,0.65,0.0561224489795918,NY
3a,2015,Final,1997,Pastureland,0.23,0.0153061224489796,NY
3a,2015,Final,1997,Total,1.88,0.0714285714285714,NY
3a,2015,Final,2002,CRP land,0.34,0.23469387755102,NY
3a,2015,Final,2002,Cultivated,2.96,0.122448979591837,NY
3a,2015,Final,2002,Non-Cultivated,0.72,0.0459183673469388,NY
3a,2015,Final,2002,Pastureland,0.28,0.0204081632653061,NY
3a,2015,Final,2002,Total,1.75,0.0612244897959184,NY
3a,2015,Final,2007,CRP land,0.52,0.219387755102041,NY
3a,2015,Final,2007,Cultivated,2.94,0.107142857142857,NY
3a,2015,Final,2007,Non-Cultivated,0.74,0.0408163265306122,NY
3a,2015,Final,2007,Pastureland,0.42,0.0357142857142857,NY
3a,2015,Final,2007,Total,1.79,0.0612244897959184,NY
3a,2015,Final,2012,CRP land,0.64,0.372448979591837,NY
3a,2015,Final,2012,Cultivated,3.3,0.142857142857143,NY
3a,2015,Final,2012,Non-Cultivated,0.81,0.0561224489795918,NY
3a,2015,Final,2012,Pastureland,0.45,0.0357142857142857,NY
3a,2015,Final,2012,Total,2.11,0.0714285714285714,NY
3a,2015,Final,2015,CRP land,0.33,0.153061224489796,NY
3a,2015,Final,2015,Cultivated,3.41,0.158163265306122,NY
3a,2015,Final,2015,Non-Cultivated,0.77,0.0357142857142857,NY
3a,2015,Final,2015,Pastureland,0.44,0.0357142857142857,NY
3a,2015,Final,2015,Total,2.17,0.0816326530612245,NY
3a,2015,Final,1982,CRP land,NA,NA,NC
3a,2015,Final,1982,Cultivated,5.98,0.26530612244898,NC
3a,2015,Final,1982,Non-Cultivated,1.37,0.433673469387755,NC
3a,2015,Final,1982,Pastureland,1.2,0.13265306122449,NC
3a,2015,Final,1982,Total,5.75,0.244897959183673,NC
3a,2015,Final,1987,CRP land,15.16,6.71938775510204,NC
3a,2015,Final,1987,Cultivated,5.89,0.260204081632653,NC
3a,2015,Final,1987,Non-Cultivated,1.07,0.443877551020408,NC
3a,2015,Final,1987,Pastureland,1.11,0.122448979591837,NC
3a,2015,Final,1987,Total,5.65,0.239795918367347,NC
3a,2015,Final,1992,CRP land,2.47,1,NC
3a,2015,Final,1992,Cultivated,5.28,0.153061224489796,NC
3a,2015,Final,1992,Non-Cultivated,1.19,0.387755102040816,NC
3a,2015,Final,1992,Pastureland,0.9,0.0663265306122449,NC
3a,2015,Final,1992,Total,5.01,0.147959183673469,NC
3a,2015,Final,1997,CRP land,0.95,0.454081632653061,NC
3a,2015,Final,1997,Cultivated,4.76,0.158163265306122,NC
3a,2015,Final,1997,Non-Cultivated,0.85,0.147959183673469,NC
3a,2015,Final,1997,Pastureland,1.66,0.158163265306122,NC
3a,2015,Final,1997,Total,4.37,0.147959183673469,NC
3a,2015,Final,2002,CRP land,0.85,0.551020408163265,NC
3a,2015,Final,2002,Cultivated,4.13,0.198979591836735,NC
3a,2015,Final,2002,Non-Cultivated,0.84,0.11734693877551,NC
3a,2015,Final,2002,Pastureland,1.16,0.11734693877551,NC
3a,2015,Final,2002,Total,3.75,0.183673469387755,NC
3a,2015,Final,2007,CRP land,0.27,0.107142857142857,NC
3a,2015,Final,2007,Cultivated,4.21,0.413265306122449,NC
3a,2015,Final,2007,Non-Cultivated,0.74,0.158163265306122,NC
3a,2015,Final,2007,Pastureland,0.77,0.086734693877551,NC
3a,2015,Final,2007,Total,3.77,0.362244897959184,NC
3a,2015,Final,2012,CRP land,0.35,0.198979591836735,NC
3a,2015,Final,2012,Cultivated,3.48,0.168367346938776,NC
